parameter,i,j,value
class,8729,9,0.48376182
class,8730,0,0.07922189
class,8730,1,0.9192845
class,8730,2,0.069952466
class,8730,3,0.09076955
class,8730,4,0.79203135
class,8730,5,0.8326569
class,8730,6,0.8634839
class,8730,7,0.10940017
class,8730,8,0.22883151
class,8730,9,0.88963884
class,8731,0,0.115778066
class,8731,1,0.901025
class,8731,2,0.94364655
class,8731,3,0.9050306
class,8731,4,0.92996186
class,8731,5,0.123154685
class,8731,6,0.89624614
class,8731,7,0.96467024
class,8731,8,0.94977957
class,8731,9,0.15367949
class,8732,0,0.16636465
class,8732,1,0.13811664
class,8732,2,0.9056032
class,8732,3,0.09738782
class,8732,4,0.09225399
class,8732,5,0.23834643
class,8732,6,0.83501244
class,8732,7,0.07564065
class,8732,8,0.91277176
class,8732,9,0.7621119
class,8733,0,0.13383472
class,8733,1,0.0729637
class,8733,2,0.81511205
class,8733,3,0.2101007
class,8733,4,0.90028954
class,8733,5,0.69529426
class,8733,6,0.8611667
class,8733,7,0.9062868
class,8733,8,0.17217693
class,8733,9,0.10913632
class,8734,0,0.09425547
class,8734,1,0.840153
class,8734,2,0.3124819
class,8734,3,0.07668869
class,8734,4,0.86695325
class,8734,5,0.10335961
class,8734,6,0.7942888
class,8734,7,0.14615013
class,8734,8,0.85213006
class,8734,9,0.90522695
class,8735,0,0.049719628
class,8735,1,0.10672521
class,8735,2,0.06403549
class,8735,3,0.8810918
class,8735,4,0.8705823
class,8735,5,0.42416957
class,8735,6,0.103340924
class,8735,7,0.89893115
class,8735,8,0.76171756
class,8735,9,0.15221033
class,8736,0,0.1697095
class,8736,1,0.060548514
class,8736,2,0.77495706
class,8736,3,0.88773215
class,8736,4,0.2729726
class,8736,5,0.9068833
class,8736,6,0.24911463
class,8736,7,0.8592727
class,8736,8,0.17341015
class,8736,9,0.6191405
class,8737,0,0.88831407
class,8737,1,0.05978314
class,8737,2,0.69290316
class,8737,3,0.10419989
class,8737,4,0.83832186
class,8737,5,0.17153957
class,8737,6,0.43885207
class,8737,7,0.13084997
class,8737,8,0.14227784
class,8737,9,0.12223105
class,8738,0,0.18245123
class,8738,1,0.9226161
class,8738,2,0.7930259
class,8738,3,0.14038914
class,8738,4,0.905722
class,8738,5,0.10632552
class,8738,6,0.87489784
class,8738,7,0.10799969
class,8738,8,0.083665155
class,8738,9,0.9290188
class,8739,0,0.10666611
class,8739,1,0.08313731
class,8739,2,0.26380688
class,8739,3,0.93138945
class,8739,4,0.92489725
class,8739,5,0.20054497
class,8739,6,0.9315404
class,8739,7,0.89577985
class,8739,8,0.8926708
class,8739,9,0.89151865
class,8740,0,0.12689725
class,8740,1,0.8654118
class,8740,2,0.8852804
class,8740,3,0.9165472
class,8740,4,0.13588904
class,8740,5,0.16973071
class,8740,6,0.14804102
class,8740,7,0.8949255
class,8740,8,0.07997754
class,8740,9,0.6486765
class,8741,0,0.95917654
class,8741,1,0.9110481
class,8741,2,0.11334974
class,8741,3,0.84723455
class,8741,4,0.17296445
class,8741,5,0.7726599
class,8741,6,0.88012946
class,8741,7,0.91196114
class,8741,8,0.1471931
class,8741,9,0.8699617
class,8742,0,0.09768537
class,8742,1,0.8676979
class,8742,2,0.86427504
class,8742,3,0.13796479
class,8742,4,0.8154858
class,8742,5,0.115861185
class,8742,6,0.08439956
class,8742,7,0.8460976
class,8742,8,0.09701259
class,8742,9,0.8566334
class,8743,0,0.100088984
class,8743,1,0.11824048
class,8743,2,0.10863887
class,8743,3,0.88421357
class,8743,4,0.19010603
class,8743,5,0.83784103
class,8743,6,0.15940076
class,8743,7,0.8440047
class,8743,8,0.8660032
class,8743,9,0.87168103
class,8744,0,0.96762145
class,8744,1,0.9520116
class,8744,2,0.9490999
class,8744,3,0.9590629
class,8744,4,0.113344744
class,8744,5,0.9623015
class,8744,6,0.9761228
class,8744,7,0.91738546
class,8744,8,0.95555174
class,8744,9,0.8819725
class,8745,0,0.90040565
class,8745,1,0.9021686
class,8745,2,0.24474907
class,8745,3,0.91663146
class,8745,4,0.9171241
class,8745,5,0.16807081
class,8745,6,0.8910257
class,8745,7,0.9039482
class,8745,8,0.06162647
class,8745,9,0.93694323
class,8746,0,0.17371677
class,8746,1,0.8959936
class,8746,2,0.13839768
class,8746,3,0.1111258
class,8746,4,0.46019584
class,8746,5,0.46256164
class,8746,6,0.32552445
class,8746,7,0.14514188
class,8746,8,0.90337706
class,8746,9,0.89209616
class,8747,0,0.90474343
class,8747,1,0.937024
class,8747,2,0.12552647
class,8747,3,0.8813617
class,8747,4,0.09747421
class,8747,5,0.8740784
class,8747,6,0.8595148
class,8747,7,0.059781622
class,8747,8,0.08186211
class,8747,9,0.8689208
class,8748,0,0.06152494
class,8748,1,0.11542747
class,8748,2,0.16492224
class,8748,3,0.2070166
class,8748,4,0.4143464
class,8748,5,0.782092
class,8748,6,0.9154361
class,8748,7,0.8813063
class,8748,8,0.117787026
class,8748,9,0.6037679
class,8749,0,0.8867978
class,8749,1,0.056286436
class,8749,2,0.096901245
class,8749,3,0.06728216
class,8749,4,0.24635582
class,8749,5,0.08948395
class,8749,6,0.18462047
class,8749,7,0.08337968
class,8749,8,0.53602946
class,8749,9,0.88461494
class,8750,0,0.87842536
class,8750,1,0.93567145
class,8750,2,0.08337856
class,8750,3,0.94875336
class,8750,4,0.92719185
class,8750,5,0.9387999
class,8750,6,0.9282049
class,8750,7,0.94860274
class,8750,8,0.9644596
class,8750,9,0.14367643
class,8751,0,0.14216353
class,8751,1,0.1047056
class,8751,2,0.12282504
class,8751,3,0.12475375
class,8751,4,0.8365882
class,8751,5,0.7837954
class,8751,6,0.49984506
class,8751,7,0.13024387
class,8751,8,0.12522998
class,8751,9,0.8807452
class,8752,0,0.92504394
class,8752,1,0.9409746
class,8752,2,0.9362979
class,8752,3,0.94188964
class,8752,4,0.9423066
class,8752,5,0.93319684
class,8752,6,0.9084847
class,8752,7,0.11671266
class,8752,8,0.10440146
class,8752,9,0.08739818
class,8753,0,0.095439665
class,8753,1,0.94031435
class,8753,2,0.8785096
class,8753,3,0.10782032
class,8753,4,0.10130788
class,8753,5,0.9402744
class,8753,6,0.9502211
class,8753,7,0.20093367
class,8753,8,0.8993253
class,8753,9,0.11196956
class,8754,0,0.93599135
class,8754,1,0.9206929
class,8754,2,0.93878317
class,8754,3,0.18642601
class,8754,4,0.14351179
class,8754,5,0.92453957
class,8754,6,0.2521491
class,8754,7,0.11510076
class,8754,8,0.91241103
class,8754,9,0.23765568
class,8755,0,0.9463353
class,8755,1,0.957646
class,8755,2,0.0427985
class,8755,3,0.9016699
class,8755,4,0.9283136
class,8755,5,0.9746347
class,8755,6,0.95667243
class,8755,7,0.94995415
class,8755,8,0.94821256
class,8755,9,0.95421755
class,8756,0,0.9296992
class,8756,1,0.17888136
class,8756,2,0.86082274
class,8756,3,0.13789783
class,8756,4,0.3214167
class,8756,5,0.42266464
class,8756,6,0.15226716
class,8756,7,0.17470129
class,8756,8,0.13982253
class,8756,9,0.8934271
class,8757,0,0.8306489
class,8757,1,0.89358485
class,8757,2,0.17919439
class,8757,3,0.8328819
class,8757,4,0.059919916
class,8757,5,0.85983133
class,8757,6,0.07589109
class,8757,7,0.10144997
class,8757,8,0.90880644
class,8757,9,0.12412671
class,8758,0,0.13149518
class,8758,1,0.9066857
class,8758,2,0.8639482
class,8758,3,0.105910905
class,8758,4,0.18319434
class,8758,5,0.8873762
class,8758,6,0.16242294
class,8758,7,0.17313972
class,8758,8,0.13283174
class,8758,9,0.107276805
class,8759,0,0.0661099
class,8759,1,0.8230727
class,8759,2,0.1594244
class,8759,3,0.096877635
class,8759,4,0.79390794
class,8759,5,0.102065675
class,8759,6,0.07608194
class,8759,7,0.15358676
class,8759,8,0.1190243
class,8759,9,0.11622916
class,8760,0,0.1369048
class,8760,1,0.93370295
class,8760,2,0.1076983
class,8760,3,0.9334359
class,8760,4,0.8530128
class,8760,5,0.25036815
class,8760,6,0.9177935
class,8760,7,0.08018098
class,8760,8,0.07755298
class,8760,9,0.9112615
class,8761,0,0.15725797
class,8761,1,0.93100893
class,8761,2,0.9307154
class,8761,3,0.09343777
class,8761,4,0.29238972
class,8761,5,0.9435226
class,8761,6,0.7707122
class,8761,7,0.89406145
class,8761,8,0.92928433
class,8761,9,0.85767615
class,8762,0,0.18019839
class,8762,1,0.90045667
class,8762,2,0.14470637
class,8762,3,0.111556575
class,8762,4,0.8463808
class,8762,5,0.12253635
class,8762,6,0.94318634
class,8762,7,0.8963661
class,8762,8,0.06845993
class,8762,9,0.90832466
class,8763,0,0.81535536
class,8763,1,0.90059525
class,8763,2,0.07055741
class,8763,3,0.95139945
class,8763,4,0.4785128
class,8763,5,0.89397705
class,8763,6,0.91422737
class,8763,7,0.05941435
class,8763,8,0.063197374
class,8763,9,0.86809564
class,8764,0,0.11216691
class,8764,1,0.8436142
class,8764,2,0.23391668
class,8764,3,0.064484075
class,8764,4,0.10674497
class,8764,5,0.11712827
class,8764,6,0.67936456
class,8764,7,0.90573955
class,8764,8,0.15507774
class,8764,9,0.14829794
class,8765,0,0.87858796
class,8765,1,0.9547759
class,8765,2,0.82469124
class,8765,3,0.07341918
class,8765,4,0.48857772
class,8765,5,0.90670186
class,8765,6,0.06216225
class,8765,7,0.059286952
class,8765,8,0.92261434
class,8765,9,0.4870423
class,8766,0,0.19282518
class,8766,1,0.07088882
class,8766,2,0.10854533
class,8766,3,0.14179735
class,8766,4,0.83099455
class,8766,5,0.91211677
class,8766,6,0.92444336
class,8766,7,0.8921015
class,8766,8,0.942545
class,8766,9,0.7596631
class,8767,0,0.2026673
class,8767,1,0.074405
class,8767,2,0.12538713
class,8767,3,0.09248681
class,8767,4,0.72856313
class,8767,5,0.23339726
class,8767,6,0.8152563
class,8767,7,0.12163313
class,8767,8,0.07289061
class,8767,9,0.7784705
class,8768,0,0.14531995
class,8768,1,0.9281641
class,8768,2,0.9475914
class,8768,3,0.071969144
class,8768,4,0.90151274
class,8768,5,0.053065866
class,8768,6,0.859484
class,8768,7,0.20219558
class,8768,8,0.8639403
class,8768,9,0.8720636
class,8769,0,0.16875075
class,8769,1,0.106682226
class,8769,2,0.068684675
class,8769,3,0.9297717
class,8769,4,0.91513044
class,8769,5,0.78610456
class,8769,6,0.7709099
class,8769,7,0.11603897
class,8769,8,0.1020207
class,8769,9,0.89532137
class,8770,0,0.14794241
class,8770,1,0.9247174
class,8770,2,0.17109859
class,8770,3,0.091443904
class,8770,4,0.80719835
class,8770,5,0.9295317
class,8770,6,0.88767153
class,8770,7,0.10527757
class,8770,8,0.9477478
class,8770,9,0.085914284
class,8771,0,0.06348856
class,8771,1,0.2664443
class,8771,2,0.321899
class,8771,3,0.2304894
class,8771,4,0.9290173
class,8771,5,0.92002183
class,8771,6,0.89829206
class,8771,7,0.0975706
class,8771,8,0.072147034
class,8771,9,0.86482537
class,8772,0,0.24618256
class,8772,1,0.074498706
class,8772,2,0.9369575
class,8772,3,0.108717
class,8772,4,0.9258826
class,8772,5,0.8093035
class,8772,6,0.4743977
class,8772,7,0.8619736
class,8772,8,0.9197052
class,8772,9,0.89096755
class,8773,0,0.9053503
class,8773,1,0.9381099
class,8773,2,0.91321856
class,8773,3,0.92837995
class,8773,4,0.93016547
class,8773,5,0.11042075
class,8773,6,0.85875946
class,8773,7,0.1758979
class,8773,8,0.15499394
class,8773,9,0.23508711
class,8774,0,0.24233735
class,8774,1,0.9362883
class,8774,2,0.7924006
class,8774,3,0.042182308
class,8774,4,0.09023275
class,8774,5,0.87443507
class,8774,6,0.90122914
class,8774,7,0.15058532
class,8774,8,0.90466607
class,8774,9,0.07846344
class,8775,0,0.2707624
class,8775,1,0.061712984
class,8775,2,0.13467713
class,8775,3,0.058768675
class,8775,4,0.11679479
class,8775,5,0.2712821
class,8775,6,0.74873704
class,8775,7,0.08027648
class,8775,8,0.7863347
class,8775,9,0.17643301
class,8776,0,0.10324207
class,8776,1,0.054477766
class,8776,2,0.27796298
class,8776,3,0.8465331
class,8776,4,0.05925077
class,8776,5,0.86197954
class,8776,6,0.8102196
class,8776,7,0.85722005
class,8776,8,0.053895343
class,8776,9,0.120779425
class,8777,0,0.0906119
class,8777,1,0.91737044
class,8777,2,0.89642906
class,8777,3,0.8775
class,8777,4,0.102129996
class,8777,5,0.91940314
class,8777,6,0.868119
class,8777,7,0.12191794
class,8777,8,0.11769155
class,8777,9,0.8801476
class,8778,0,0.93872035
class,8778,1,0.0826898
class,8778,2,0.21530002
class,8778,3,0.093593225
class,8778,4,0.072005
class,8778,5,0.38941324
class,8778,6,0.9102906
class,8778,7,0.8708697
class,8778,8,0.8994467
class,8778,9,0.82075995
class,8779,0,0.15825598
class,8779,1,0.9010366
class,8779,2,0.9299668
class,8779,3,0.1053694
class,8779,4,0.31935996
class,8779,5,0.16001599
class,8779,6,0.8840131
class,8779,7,0.098160155
class,8779,8,0.883458
class,8779,9,0.8162911
class,8780,0,0.86117524
class,8780,1,0.094451256
class,8780,2,0.796041
class,8780,3,0.8957693
class,8780,4,0.1294225
class,8780,5,0.15730447
class,8780,6,0.8865002
class,8780,7,0.8679745
class,8780,8,0.9379687
class,8780,9,0.80501413
class,8781,0,0.89142907
class,8781,1,0.13567045
class,8781,2,0.8521213
class,8781,3,0.10927302
class,8781,4,0.8829743
class,8781,5,0.919111
class,8781,6,0.6910288
class,8781,7,0.106366746
class,8781,8,0.9495959
class,8781,9,0.22407681
class,8782,0,0.13498414
class,8782,1,0.93627477
class,8782,2,0.07698438
class,8782,3,0.1771047
class,8782,4,0.75785846
class,8782,5,0.93352145
class,8782,6,0.8325143
class,8782,7,0.08209157
class,8782,8,0.08932594
class,8782,9,0.8998524
class,8783,0,0.87817687
class,8783,1,0.24063592
class,8783,2,0.8917984
class,8783,3,0.20357521
class,8783,4,0.10707712
class,8783,5,0.09250456
class,8783,6,0.8602817
class,8783,7,0.09118908
class,8783,8,0.109233454
class,8783,9,0.391843
class,8784,0,0.11993033
class,8784,1,0.8560511
class,8784,2,0.088880256
class,8784,3,0.0923118
class,8784,4,0.8007085
class,8784,5,0.20400363
class,8784,6,0.27365693
class,8784,7,0.103007816
class,8784,8,0.10262881
class,8784,9,0.79678404
class,8785,0,0.21673113
class,8785,1,0.9515446
class,8785,2,0.34143457
class,8785,3,0.14545614
class,8785,4,0.14371619
class,8785,5,0.91095996
class,8785,6,0.108167976
class,8785,7,0.85941315
class,8785,8,0.14273243
class,8785,9,0.16417833
class,8786,0,0.21598198
class,8786,1,0.96681595
class,8786,2,0.95250106
class,8786,3,0.95004356
class,8786,4,0.95340484
class,8786,5,0.93929595
class,8786,6,0.925634
class,8786,7,0.10998492
class,8786,8,0.95614564
class,8786,9,0.9321739
class,8787,0,0.9218669
class,8787,1,0.9433986
class,8787,2,0.09407016
class,8787,3,0.15004183
class,8787,4,0.9236274
class,8787,5,0.9092033
class,8787,6,0.89019835
class,8787,7,0.21184224
class,8787,8,0.5303509
class,8787,9,0.27053642
class,8788,0,0.88287055
class,8788,1,0.9242836
class,8788,2,0.20561163
class,8788,3,0.0804985
class,8788,4,0.8831479
class,8788,5,0.89563596
class,8788,6,0.061728973
class,8788,7,0.100666925
class,8788,8,0.8582156
class,8788,9,0.13449365
class,8789,0,0.87275577
class,8789,1,0.13249703
class,8789,2,0.65220606
class,8789,3,0.09585738
class,8789,4,0.17812635
class,8789,5,0.8148349
class,8789,6,0.8487992
class,8789,7,0.88392395
class,8789,8,0.14019985
class,8789,9,0.9305188
class,8790,0,0.9180864
class,8790,1,0.09592876
class,8790,2,0.1773979
class,8790,3,0.7775879
class,8790,4,0.80240935
class,8790,5,0.4535919
class,8790,6,0.8650439
class,8790,7,0.08878023
class,8790,8,0.83691925
class,8790,9,0.12005847
class,8791,0,0.91525316
class,8791,1,0.9382425
class,8791,2,0.09592479
class,8791,3,0.9695236
class,8791,4,0.90778613
class,8791,5,0.9431555
class,8791,6,0.9416896
class,8791,7,0.9562191
class,8791,8,0.9446161
class,8791,9,0.13292971
class,8792,0,0.22656268
class,8792,1,0.9151214
class,8792,2,0.89860696
class,8792,3,0.1241296
class,8792,4,0.08842799
class,8792,5,0.87819666
class,8792,6,0.10179301
class,8792,7,0.88549775
class,8792,8,0.9034426
class,8792,9,0.16505359
class,8793,0,0.09196112
class,8793,1,0.23061877
class,8793,2,0.14691953
class,8793,3,0.9120878
class,8793,4,0.08754407
class,8793,5,0.30073938
class,8793,6,0.9449499
class,8793,7,0.8924261
class,8793,8,0.84012824
class,8793,9,0.80672157
class,8794,0,0.087128595
class,8794,1,0.14311646
class,8794,2,0.15482362
class,8794,3,0.15888411
class,8794,4,0.16585934
class,8794,5,0.096907005
class,8794,6,0.7871882
class,8794,7,0.8638837
class,8794,8,0.12791575
class,8794,9,0.22564405
class,8795,0,0.83074206
class,8795,1,0.8675628
class,8795,2,0.1425472
class,8795,3,0.13762099
class,8795,4,0.8582672
class,8795,5,0.105529405
class,8795,6,0.2545973
class,8795,7,0.8144893
class,8795,8,0.8176021
class,8795,9,0.16680773
class,8796,0,0.08565732
class,8796,1,0.09667176
class,8796,2,0.48680705
class,8796,3,0.8826338
class,8796,4,0.4559492
class,8796,5,0.84557223
class,8796,6,0.2326662
class,8796,7,0.103628635
class,8796,8,0.14274745
class,8796,9,0.108199984
class,8797,0,0.07625513
class,8797,1,0.9322799
class,8797,2,0.087930575
class,8797,3,0.9114685
class,8797,4,0.911356
class,8797,5,0.94929177
class,8797,6,0.33586764
class,8797,7,0.061328106
class,8797,8,0.890256
class,8797,9,0.9235992
class,8798,0,0.06376361
class,8798,1,0.72504425
class,8798,2,0.08879152
class,8798,3,0.86901265
class,8798,4,0.12967408
class,8798,5,0.17809829
class,8798,6,0.7970203
class,8798,7,0.9201995
class,8798,8,0.112216495
class,8798,9,0.9041401
class,8799,0,0.092078514
class,8799,1,0.11707707
class,8799,2,0.1572763
class,8799,3,0.122339286
class,8799,4,0.8537197
class,8799,5,0.7969025
class,8799,6,0.0804116
class,8799,7,0.8486091
class,8799,8,0.11127405
class,8799,9,0.20574027
class,8800,0,0.9407038
class,8800,1,0.88322794
class,8800,2,0.3172924
class,8800,3,0.9277459
class,8800,4,0.88887674
class,8800,5,0.20202772
class,8800,6,0.90594083
class,8800,7,0.945046
class,8800,8,0.90262216
class,8800,9,0.9224864
class,8801,0,0.10767654
class,8801,1,0.099534824
class,8801,2,0.78813696
class,8801,3,0.10565795
class,8801,4,0.777328
class,8801,5,0.8111465
class,8801,6,0.9136655
class,8801,7,0.8931991
class,8801,8,0.09604847
class,8801,9,0.8939525
class,8802,0,0.9302365
class,8802,1,0.10988309
class,8802,2,0.0933155
class,8802,3,0.10860313
class,8802,4,0.76147074
class,8802,5,0.41131282
class,8802,6,0.8960242
class,8802,7,0.89148843
class,8802,8,0.9037331
class,8802,9,0.8926869
class,8803,0,0.056835987
class,8803,1,0.10853196
class,8803,2,0.20632179
class,8803,3,0.115924075
class,8803,4,0.8855589
class,8803,5,0.15640523
class,8803,6,0.82314086
class,8803,7,0.174249
class,8803,8,0.10082347
class,8803,9,0.25642714
class,8804,0,0.9092003
class,8804,1,0.8730039
class,8804,2,0.35840476
class,8804,3,0.1668702
class,8804,4,0.73537064
class,8804,5,0.07501937
class,8804,6,0.26023942
class,8804,7,0.883567
class,8804,8,0.12550907
class,8804,9,0.87938166
class,8805,0,0.9370663
class,8805,1,0.9642056
class,8805,2,0.9175107
class,8805,3,0.9396771
class,8805,4,0.08643117
class,8805,5,0.9295161
class,8805,6,0.94385505
class,8805,7,0.12879987
class,8805,8,0.96150553
class,8805,9,0.9288782
class,8806,0,0.9492913
class,8806,1,0.9335373
class,8806,2,0.9210404
class,8806,3,0.063607685
class,8806,4,0.9490454
class,8806,5,0.9219754
class,8806,6,0.919436
class,8806,7,0.09570818
class,8806,8,0.95747125
class,8806,9,0.8989558
class,8807,0,0.95137507
class,8807,1,0.92961955
class,8807,2,0.8948439
class,8807,3,0.9407007
class,8807,4,0.121222325
class,8807,5,0.14089
class,8807,6,0.92615855
class,8807,7,0.07452136
class,8807,8,0.932991
class,8807,9,0.8481138
class,8808,0,0.8176286
class,8808,1,0.085910775
class,8808,2,0.53209925
class,8808,3,0.1261142
class,8808,4,0.17858037
class,8808,5,0.64852405
class,8808,6,0.12832941
class,8808,7,0.08469393
class,8808,8,0.091972865
class,8808,9,0.09611597
class,8809,0,0.9396223
class,8809,1,0.9541067
class,8809,2,0.84626466
class,8809,3,0.90425736
class,8809,4,0.1050621
class,8809,5,0.90573657
class,8809,6,0.15555169
class,8809,7,0.074667685
class,8809,8,0.9010934
class,8809,9,0.92086256
class,8810,0,0.85532796
class,8810,1,0.08234815
class,8810,2,0.92754644
class,8810,3,0.08287831
class,8810,4,0.8673966
class,8810,5,0.7923452
class,8810,6,0.6560554
class,8810,7,0.07142278
class,8810,8,0.8948658
class,8810,9,0.8479194
class,8811,0,0.8384344
class,8811,1,0.06535569
class,8811,2,0.8967592
class,8811,3,0.93641925
class,8811,4,0.38723508
class,8811,5,0.8830656
class,8811,6,0.82457614
class,8811,7,0.04967407
class,8811,8,0.9387427
class,8811,9,0.9096435
class,8812,0,0.097036496
class,8812,1,0.92309594
class,8812,2,0.7860581
class,8812,3,0.1036618
class,8812,4,0.62238413
class,8812,5,0.22227737
class,8812,6,0.40760127
class,8812,7,0.8616789
class,8812,8,0.06791113
class,8812,9,0.15658335
class,8813,0,0.074145615
class,8813,1,0.87932086
class,8813,2,0.93921655
class,8813,3,0.90805835
class,8813,4,0.31586915
class,8813,5,0.22323626
class,8813,6,0.17888062
class,8813,7,0.8498167
class,8813,8,0.8301291
class,8813,9,0.11529108
class,8814,0,0.8794176
class,8814,1,0.8349062
class,8814,2,0.16130126
class,8814,3,0.07550798
class,8814,4,0.11526037
class,8814,5,0.18021372
class,8814,6,0.81285393
class,8814,7,0.07172469
class,8814,8,0.3068031
class,8814,9,0.21789387
class,8815,0,0.9147834
class,8815,1,0.11568518
class,8815,2,0.1471108
class,8815,3,0.057325665
class,8815,4,0.090412416
class,8815,5,0.80531615
class,8815,6,0.108601846
class,8815,7,0.88639563
class,8815,8,0.91218066
class,8815,9,0.84419197
class,8816,0,0.95450425
class,8816,1,0.97053343
class,8816,2,0.95031226
class,8816,3,0.1623457
class,8816,4,0.9422772
class,8816,5,0.9574561
class,8816,6,0.9653644
class,8816,7,0.93562776
class,8816,8,0.9489105
class,8816,9,0.9574762
class,8817,0,0.904122
class,8817,1,0.1128094
class,8817,2,0.9281826
class,8817,3,0.20551911
class,8817,4,0.80071336
class,8817,5,0.12707102
class,8817,6,0.25967205
class,8817,7,0.22374731
class,8817,8,0.9129047
class,8817,9,0.8794838
class,8818,0,0.1376143
class,8818,1,0.058575913
class,8818,2,0.1077331
class,8818,3,0.91998994
class,8818,4,0.9370659
class,8818,5,0.8312422
class,8818,6,0.8842867
class,8818,7,0.89523214
class,8818,8,0.060977794
class,8818,9,0.86556756
class,8819,0,0.87351114
class,8819,1,0.89838827
class,8819,2,0.39507207
class,8819,3,0.11248855
class,8819,4,0.77486265
class,8819,5,0.1324214
class,8819,6,0.088303
class,8819,7,0.15170972
class,8819,8,0.13219757
class,8819,9,0.81526434
class,8820,0,0.86127573
class,8820,1,0.90966535
class,8820,2,0.15081547
class,8820,3,0.8388355
class,8820,4,0.8188119
class,8820,5,0.10491177
class,8820,6,0.13589503
class,8820,7,0.23416787
class,8820,8,0.11009657
class,8820,9,0.120823406
class,8821,0,0.91492075
class,8821,1,0.09585292
class,8821,2,0.117212385
class,8821,3,0.8112287
class,8821,4,0.7044138
class,8821,5,0.20657766
class,8821,6,0.66572756
class,8821,7,0.18739124
class,8821,8,0.118041985
class,8821,9,0.5817203
class,8822,0,0.21921389
class,8822,1,0.9362091
class,8822,2,0.81659055
class,8822,3,0.12824096
class,8822,4,0.13762294
class,8822,5,0.7895532
class,8822,6,0.14469355
class,8822,7,0.89119124
class,8822,8,0.9044986
class,8822,9,0.9027342
class,8823,0,0.8260661
class,8823,1,0.08270247
class,8823,2,0.87231886
class,8823,3,0.91826636
class,8823,4,0.20227459
class,8823,5,0.2279302
class,8823,6,0.12224136
class,8823,7,0.11763665
class,8823,8,0.8693351
class,8823,9,0.17911528
class,8824,0,0.85995555
class,8824,1,0.12725061
class,8824,2,0.18728924
class,8824,3,0.91384697
class,8824,4,0.29716194
class,8824,5,0.14141381
class,8824,6,0.11047247
class,8824,7,0.85618997
class,8824,8,0.9159717
class,8824,9,0.85693854
class,8825,0,0.93347967
class,8825,1,0.8879315
class,8825,2,0.16452937
class,8825,3,0.13983001
class,8825,4,0.8949821
class,8825,5,0.07569048
class,8825,6,0.13537677
class,8825,7,0.0904476
class,8825,8,0.83409065
class,8825,9,0.932037
class,8826,0,0.8657712
class,8826,1,0.070349954
class,8826,2,0.13234204
class,8826,3,0.8544088
class,8826,4,0.10482586
class,8826,5,0.124901526
class,8826,6,0.16946581
class,8826,7,0.90092224
class,8826,8,0.8063479
class,8826,9,0.1885825
class,8827,0,0.07954362
class,8827,1,0.12316731
class,8827,2,0.8522385
class,8827,3,0.7803176
class,8827,4,0.13355821
class,8827,5,0.28342292
class,8827,6,0.8114924
class,8827,7,0.91719556
class,8827,8,0.9083906
class,8827,9,0.10147968
class,8828,0,0.90635973
class,8828,1,0.095483705
class,8828,2,0.3845122
class,8828,3,0.18744369
class,8828,4,0.21286297
class,8828,5,0.9013667
class,8828,6,0.8850575
class,8828,7,0.9422818
class,8828,8,0.8560482
class,8828,9,0.8831232
class,8829,0,0.8184381
class,8829,1,0.93654174
class,8829,2,0.89634603
class,8829,3,0.097859316
class,8829,4,0.12701896
class,8829,5,0.7937508
class,8829,6,0.33463895
class,8829,7,0.06406787
class,8829,8,0.8396904
class,8829,9,0.068883345
class,8830,0,0.91427636
class,8830,1,0.102262676
class,8830,2,0.08867498
class,8830,3,0.7106166
class,8830,4,0.19730563
class,8830,5,0.78092444
class,8830,6,0.3215171
class,8830,7,0.81960684
class,8830,8,0.14139374
class,8830,9,0.8146736
class,8831,0,0.07088158
class,8831,1,0.06951802
class,8831,2,0.8398769
class,8831,3,0.8446563
class,8831,4,0.9121006
class,8831,5,0.8805564
class,8831,6,0.077037305
class,8831,7,0.9139552
class,8831,8,0.91300935
class,8831,9,0.10876714
class,8832,0,0.90198433
class,8832,1,0.11032761
class,8832,2,0.7182686
class,8832,3,0.08439013
class,8832,4,0.11489629
class,8832,5,0.27561942
class,8832,6,0.89621896
class,8832,7,0.8827589
class,8832,8,0.8455873
class,8832,9,0.827128
class,8833,0,0.118357934
class,8833,1,0.07489498
class,8833,2,0.24727786
class,8833,3,0.1825252
class,8833,4,0.15205584
class,8833,5,0.1835372
class,8833,6,0.110797614
class,8833,7,0.11687925
class,8833,8,0.7799237
class,8833,9,0.11171102
class,8834,0,0.24906547
class,8834,1,0.069556095
class,8834,2,0.6720183
class,8834,3,0.13969311
class,8834,4,0.24103926
class,8834,5,0.22169918
class,8834,6,0.73736787
class,8834,7,0.13880043
class,8834,8,0.0833151
class,8834,9,0.864505
class,8835,0,0.85722846
class,8835,1,0.8624494
class,8835,2,0.104670435
class,8835,3,0.07849526
class,8835,4,0.14564866
class,8835,5,0.089597896
class,8835,6,0.8826947
class,8835,7,0.9043522
class,8835,8,0.1187658
class,8835,9,0.19655366
class,8836,0,0.87186325
class,8836,1,0.9273663
class,8836,2,0.22830406
class,8836,3,0.17902334
class,8836,4,0.17021494
class,8836,5,0.13780278
class,8836,6,0.8492758
class,8836,7,0.08862035
class,8836,8,0.07273765
class,8836,9,0.84181374
class,8837,0,0.13033043
class,8837,1,0.8404511
class,8837,2,0.17834859
class,8837,3,0.93677884
class,8837,4,0.62832224
class,8837,5,0.12699232
class,8837,6,0.90221184
